id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
30513	布那吐斯	大團長	9C	E8	A9	-1
30514	伯其恩	團長	9C	E8	A9	-1
30515	瑪拉其亞	預言者	9C	E8	A9	-1
30516	黎普	武器商人	9C	E8	A9	-1
30517	恰里	防具商人	9C	E8	A9	-1
30518	卡黎塔	飾品商人	9C	E8	A9	-1
30519	米恩	雜貨商人	9C	E8	A9	-1
30520	里德	倉庫管理員老闆	9C	E8	A9	-1
30521	摩普琳	倉庫管理員	9C	E8	A9	-1
30522	艾兒黎	倉庫管理員	9C	E8	A9	-1
30523	高普	收藏家	9C	E8	A9	-1
30524	皮皮	收藏家	9C	E8	A9	-1
30525	布隆克	鐵匠師傅	9C	E8	A9	-1
30526	白龍普	鐵匠	9C	E8	A9	-1
30527	希爾貝黎	鐵匠	9C	E8	A9	-1
30528	拉培倫	監督官	9C	E8	A9	-1
30529	瑪侖	礦工	9C	E8	A9	-1
30530	初學者幫手		9C	E8	A9	-1
30531	拉克琳	元老長	9C	E8	A9	-1
30532	司斐侖	元老 	9C	E8	A9	-1
30533	巴蘭克	元老 	9C	E8	A9	-1
30534	克普	元老 	9C	E8	A9	-1
30535	斐拉爾	元老 	9C	E8	A9	-1
30536	亞琳	元老 	9C	E8	A9	-1
30537	達伊齊爾	大地神官長	9C	E8	A9	-1
30538	吉門普	大地神官	9C	E8	A9	-1
30539	齊齊琳	大地神官	9C	E8	A9	-1
30540	傳送裝置		9C	E8	A9	-1
30541	派恩	保護者	9C	E8	A9	-1
30542	魯南特	守護者	9C	E8	A9	-1
30543	夜歐騰	守護者	9C	E8	A9	-1
30544	克倫威爾	守護者	9C	E8	A9	-1
30545	布魯騰	守護者	9C	E8	A9	-1
30546	鄧克	守護者	9C	E8	A9	-1
30547	塔蒂文	守護者	9C	E8	A9	-1
30548	南森	守護者	9C	E8	A9	-1
30549	谷黎夫 達普史東		9C	E8	A9	-1
30550	卡烏里 提恩洛克		9C	E8	A9	-1
30551	堤恩克		9C	E8	A9	-1
30552	克利巴 克史東		9C	E8	A9	-1
30553	瑪里夫紅帽		9C	E8	A9	-1
30554	波特	礦工	9C	E8	A9	-1
30555	吐魯克	信差	9C	E8	A9	-1
30556	多瑪	大師	9C	E8	A9	-1
30557	托萊		9C	E8	A9	-1
30558	傑克潤	武器商人	9C	E8	A9	-1
30559	庫奈	防具商人	9C	E8	A9	-1
30560	烏斯卡	飾品商人	9C	E8	A9	-1
30561	帕普瑪	雜貨商人	9C	E8	A9	-1
30562	魯恩	倉庫管理員	9C	E8	A9	-1
30563	伊曼吐	倉庫管理員	9C	E8	A9	-1
30564	蘇瑪黎	鐵匠	9C	E8	A9	-1
30565	卡卡伊	火之君主	9C	E8	A9	-1
30566	巴勒庫斯	阿吐巴首領	9C	E8	A9	-1
30567	泰吐斯	那魯加首領	9C	E8	A9	-1
30568	哈拓斯	烏魯吐首領	9C	E8	A9	-1
30569	布魯克斯	團長	9C	E8	A9	-1
30570	卡魯奇亞	團長	9C	E8	A9	-1
30571	塔那比	預言者	9C	E8	A9	-1
30572	利維那	預言者	9C	E8	A9	-1
30573	布爾克斯	火之守護神	9C	E8	A9	-1
30575	初學者幫手		9C	E8	A9	-1
30576	傳送裝置		9C	E8	A9	-1
30577	盧卡恩	執政官	9C	E8	A9	-1
30578	納庫辛	百人隊長	9C	E8	A9	-1
30579	塔麥	百人隊長	9C	E8	A9	-1
30580	帕魯根	百人隊長	9C	E8	A9	-1
30581	歐瑞納克	百人隊長	9C	E8	A9	-1
30582	提克	百人隊長	9C	E8	A9	-1
30583	巴特凱	百人隊長	9C	E8	A9	-1
30584	巴布克	百人隊長	9C	E8	A9	-1
30585	塔塔魯 蘇 黑斯吐伊		9C	E8	A9	-1
30586	阿奈 蘇 那魯加		9C	E8	A9	-1
30587	坎塔克 蘇 烏魯吐		9C	E8	A9	-1
30588	塔卡 蘇 都達瑪拉		9C	E8	A9	-1
30589	卡芝肯 蘇 甘地		9C	E8	A9	-1
30590	羅西克	卡巴塔里	9C	E8	A9	-1
30591	托魯庫	卡巴塔里	9C	E8	A9	-1
30592	黑斯吐伊圖騰靈		9C	E8	A9	-1
30593	都達瑪拉圖騰靈		9C	E8	A9	-1
30594	蘭伯斯	倉庫管理員老闆	9C	E8	A9	-1
30595	奧皮斯	鐵匠師傅	9C	E8	A9	-1
30596	哈克爾	帕提森守門人	9C	E8	A9	-1
30597	皮歐特		9C	E8	A9	-1
30598	初學者幫手		9C	E8	A9	-1
30599	初學者幫手		9C	E8	A9	-1
30600	初學者幫手		9C	E8	A9	-1
30601	初學者幫手		9C	E8	A9	-1
30602	初學者幫手		9C	E8	A9	-1
30608	瑪利亞		9C	E8	A9	-1
30609	克瑞塔	占星術士	9C	E8	A9	-1
30610	克洛諾斯	賢者	9C	E8	A9	-1
30611	特黎夫	醉鬼	9C	E8	A9	-1
30612	卡席安	賢者	9C	E8	A9	-1
30613	艾爾杜斯之靈		9C	E8	A9	-1
30614	梅德休斯	修士	9C	E8	A9	-1
30615	伏特爾	布賴卡首領	9C	E8	A9	-1
30616	開普拉	安庫首領	9C	E8	A9	-1
30617	布萊	土瑞克首領	9C	E8	A9	-1
30618	哈勒克	雷沃恩特首領	9C	E8	A9	-1
30619	德里	普庫首領	9C	E8	A9	-1
30620	艾米俐		9C	E8	A9	-1
30621	尼古拉	巨匠	9C	E8	A9	-1
30622	下巨人之箱		9C	E8	A9	-1
30623	凱恩	決鬥者	9C	E8	A9	-1
30624	艾斯卡倫	老兵	9C	E8	A9	-1
30625	瑪森		9C	E8	A9	-1
30626	漢彌爾	人馬	9C	E8	A9	-1
30627	樹		9C	E8	A9	-1
30628	結實的木盒		9C	E8	A9	-1
30629	露凱	吟遊詩人	9C	E8	A9	-1
30630	奧瑞米	暗影者	9C	E8	A9	-1
30631	羅德力克	典獄長	9C	E8	A9	-1
30632	安德利格	典獄長	9C	E8	A9	-1
30633	伊弗特	漁夫	9C	E8	A9	-1
30634	葛拉緹亞	高等元素使	9C	E8	A9	-1
30635	艾爾摩斯	元素使	9C	E8	A9	-1
30636	坎摩尼爾	元素使	9C	E8	A9	-1
30637	貝瑟斯	元素使	9C	E8	A9	-1
30638	巴賽里拉	元素使	9C	E8	A9	-1
30639	凱薩緹歐	元素使	9C	E8	A9	-1
30640	布萊恩里	元素使	9C	E8	A9	-1
30641	塔庫納	都達瑪拉首領	9C	E8	A9	-1
30642	齊安塔	甘地首領	9C	E8	A9	-1
30643	太初半獸人		9C	E8	A9	-1
30644	凱許		9C	E8	A9	-1
30645	馬爾提安		9C	E8	A9	-1
30646	羅多	鬥王	9C	E8	A9	-1
30647	西斯拉瑟的寶箱		9C	E8	A9	-1
30648	聖地牙哥	隱者	9C	E8	A9	-1
30649	始祖 瑪田庫斯		9C	E8	A9	-1
30650	吉安德	大地神官	9C	E8	A9	-1
30651	杜夫	流浪漢	9C	E8	A9	-1
30652	烏魯哈		9C	E8	A9	-1
30653	阿龍 坦佛爾德 閣下		9C	E8	A9	-1
30654	夜鷹克爾 閣下		9C	E8	A9	-1
30655	銀影 伊塞兒		9C	E8	A9	-1
30656	塔利亞斯之魂		9C	E8	A9	-1
30657	瑟瑞辛	樞機主教	9C	E8	A9	-1
30658	古菩	孤兒院院長	9C	E8	A9	-1
30659	孤女		9C	E8	A9	-1
30660	溫蒂修琳		9C	E8	A9	-1
30661	神祕的黑暗精靈		9C	E8	A9	-1
30662	長弓 皮比爾		9C	E8	A9	-1
30663	閃耀之刀 史雷因		9C	E8	A9	-1
30664	飛刀 凱因		9C	E8	A9	-1
30665	克莉絲蒂娜	聖者	9C	E8	A9	-1
30666	史拉	傳教士	9C	E8	A9	-1
30667	拉姆斯		9C	E8	A9	-1
30668	卡塔利		9C	E8	A9	-1
30669	卡康		9C	E8	A9	-1
30670	尼庫利		9C	E8	A9	-1
30671	克羅托	首領	9C	E8	A9	-1
30672	杜巴巴	獄卒	9C	E8	A9	-1
30673	羅萊恩	調查員	9C	E8	A9	-1
30674	道琳 哈瑪克拉許		9C	E8	A9	-1
30675	卡謬兒的屍體		9C	E8	A9	-1
30676	庫羅普	倉庫管理員老闆	9C	E8	A9	-1
30677	弗露特	鐵匠師傅	9C	E8	A9	-1
30678	希爾頓	鐵匠	9C	E8	A9	-1
30679	羅摩亞	大師	9C	E8	A9	-1
30680	伊格諾司	神官	9C	E8	A9	-1
30681	凱瑞亞	大團長	9C	E8	A9	-1
30682	佩克隆	預言者	9C	E8	A9	-1
30683	丹特	團長	9C	E8	A9	-1
30684	畢克特	武器商人	9C	E8	A9	-1
30685	巴克斯特	倉庫管理員老闆	9C	E8	A9	-1
30686	席娃	倉庫管理員	9C	E8	A9	-1
30687	沃格拉	鐵匠師傅	9C	E8	A9	-1
30688	丹寧	鐵匠	9C	E8	A9	-1
30689	席理雅	宗師	9C	E8	A9	-1
30690	露樂	大師	9C	E8	A9	-1
30691	威廉 亞太法特	大師	9C	E8	A9	-1
30692	史泰德米歐	大師	9C	E8	A9	-1
30693	昆妮恩	大師	9C	E8	A9	-1
30694	史凱瀨德	大巫師	9C	E8	A9	-1
30695	摩瑟司	教師	9C	E8	A9	-1
30696	佩格	教師	9C	E8	A9	-1
30697	維德瑞恩	教師	9C	E8	A9	-1
30698	伊芙琳	教師	9C	E8	A9	-1
30699	梅登	宗師	9C	E8	A9	-1
30700	普利斯坦	大師	9C	E8	A9	-1
30701	伊利肯	教師	9C	E8	A9	-1
30702	伯納德	獵人公會會長	9C	E8	A9	-1
30703	柯林	獵人公會會員	9C	E8	A9	-1
30704	加維瑞特茲	大團長	9C	E8	A9	-1
30705	查克里斯	團長	9C	E8	A9	-1
30706	拉占比	預言者	9C	E8	A9	-1
30707	萊金	警衛隊長	9C	E8	A9	-1
30708	拿塞	警衛	9C	E8	A9	-1
30709	諾頓	警衛	9C	E8	A9	-1
30710	衛斯理	警衛	9C	E8	A9	-1
30711	拜侖	警衛	9C	E8	A9	-1
30712	馬克西斯	警衛	9C	E8	A9	-1
30713	高德訥	警衛	9C	E8	A9	-1
30714	派洛司	警衛	9C	E8	A9	-1
30715	瑪莉娜	教師	9C	E8	A9	-1
30716	西索	守門人	9C	E8	A9	-1
30717	高恩	教師	9C	E8	A9	-1
30718	瓊恩	教師	9C	E8	A9	-1
30719	瑪瑞歐	守門人	9C	E8	A9	-1
30720	凱因娜	教師	9C	E8	A9	-1
30721	拉德	教師	9C	E8	A9	-1
30722	墨萊恩	守門人	9C	E8	A9	-1
30723	羅伊	警衛隊長	9C	E8	A9	-1
30724	泰弗林恩	警衛	9C	E8	A9	-1
30725	殷寧	警衛	9C	E8	A9	-1
30726	泰勃司	警衛	9C	E8	A9	-1
30727	費蘿娜	守門人	9C	E8	A9	-1
30728	理爾殷	民兵	9C	E8	A9	-1
30729	柏路思	醉鬼	9C	E8	A9	-1
30730	傑克斯	保鑣	9C	E8	A9	-1
30731	馬汀	寵物管理員	9C	E8	A9	-1
30732	豺狼朝聖者 皮爾蓋姆		9C	E8	A9	-1
30733	警衛弓兵		9C	E8	A9	-1
30734	港口的補給品箱子		9C	E8	A9	-1
30735	索比亞	傭兵隊長	9C	E8	A9	-1
30736	雷德普	傭兵	9C	E8	A9	-1
30737	摩根	獵人	9C	E8	A9	-1
30738	馬堤爾德	鍊金術士	9C	E8	A9	-1
30739	狐狗	大臣	9C	E8	A9	-1
30740	蛤蟆	大臣	9C	E8	A9	-1
30741	兔子	大臣	9C	E8	A9	-1
30742	魯皮娜	愛情妖精	9C	E8	A9	-1
30743	智慧的箱子		9C	E8	A9	-1
30744	葛雷	獵人公會會員	9C	E8	A9	-1
30745	托勒	獵人公會會員	9C	E8	A9	-1
30746	齊白霖		9C	E8	A9	-1
30747	米莫	妖精	9C	E8	A9	-1
30748	艾薩里恩	飛龍	9C	E8	A9	-1
30749	座芙	飛龍	9C	E8	A9	-1
30750	卡理布藍	飛龍	9C	E8	A9	-1
30751	舒簡特	亞龍	9C	E8	A9	-1
30752	桑骸	亞龍	9C	E8	A9	-1
30753	加布里爾		9C	E8	A9	-1
30754	吉姆歐	安塔瑞斯的監視者	9C	E8	A9	-1
30755	泰奧德黎	安塔瑞斯的監視者	9C	E8	A9	-1
30756	克里斯托 洛德瑪依 卿		9C	E8	A9	-1
30757	祭物之像		9C	E8	A9	-1
30758	阿特萊雅	魔女	9C	E8	A9	-1
30759	克莉斯	魔女	9C	E8	A9	-1
30760	古斯達夫 亞太法特 卿		9C	E8	A9	-1
30761	敷立茲的屍體		9C	E8	A9	-1
30762	魯茲的屍體		9C	E8	A9	-1
30763	葛魯茲的屍體		9C	E8	A9	-1
30764	拜特加魯		9C	E8	A9	-1
30765	皇室之櫃		9C	E8	A9	-1
30766	克莉歐	魔女	9C	E8	A9	-1
30767	拍賣管理者		9C	E8	A9	-1
30768	拍賣管理者		9C	E8	A9	-1
30769	拍賣管理者		9C	E8	A9	-1
30770	拍賣管理者		9C	E8	A9	-1
30771	拍賣管理者		9C	E8	A9	-1
30772	委森	根據地管理員	9C	E8	A9	-1
30773	托德	初學者嚮導	9C	E8	A9	-1
30827	仁狄	寵物管理員	9C	E8	A9	-1
30828	渥特斯	寵物管理員	9C	E8	A9	-1
30829	庫柏	寵物管理員	9C	E8	A9	-1
30830	左艾	寵物管理員	9C	E8	A9	-1
30831	尼爾遜	寵物管理員	9C	E8	A9	-1
30832	哈汀		9C	E8	A9	-1
30833	卡斯帕	教師	9C	E8	A9	-1
30834	賽馬	魔法商人	9C	E8	A9	-1
30835	伊克魯斯	屍妖之王	9C	E8	A9	-1
30836	米奈貝亞	守門人	9C	E8	A9	-1
30837	巫德洛	武器商人	9C	E8	A9	-1
30838	巫德雷	防具商人	9C	E8	A9	-1
30839	荷莉	雜貨商人	9C	E8	A9	-1
30840	羅蘭左	商人	9C	E8	A9	-1
30841	卡薩	飾品商人	9C	E8	A9	-1
30842	阿蘭西斯	飾品商人	9C	E8	A9	-1
30843	倫夫	倉庫管理員	9C	E8	A9	-1
30844	巴德拉	倉庫管理員	9C	E8	A9	-1
30845	克朗夫	倉庫管理員老闆	9C	E8	A9	-1
30846	威伯特	鐵匠	9C	E8	A9	-1
30847	匹黎茲	鐵匠師傅	9C	E8	A9	-1
30848	伊麗莎白	守門人	9C	E8	A9	-1
30849	賽德里	宗師	9C	E8	A9	-1
30850	艾肯	大師	9C	E8	A9	-1
30851	肯卓	大師	9C	E8	A9	-1
30852	西德仁	大師	9C	E8	A9	-1
30853	籟安	大師	9C	E8	A9	-1
30854	德黎齊安	大巫師	9C	E8	A9	-1
30855	戴斯蒙	教師	9C	E8	A9	-1
30856	威挪林	大巫師	9C	E8	A9	-1
30857	歐魯芬	大神官	9C	E8	A9	-1
30858	羅斯	神官	9C	E8	A9	-1
30859	比比安	神官	9C	E8	A9	-1
30860	普羅尼亞	神官	9C	E8	A9	-1
30861	黎內特	神官	9C	E8	A9	-1
30862	歐特琳	宗師	9C	E8	A9	-1
30863	蓋斯特	大師	9C	E8	A9	-1
30864	哈奈林	教師	9C	E8	A9	-1
30865	拉丹查	大團長	9C	E8	A9	-1
30866	法列斯特拉	團長	9C	E8	A9	-1
30867	瑞巴	預言者	9C	E8	A9	-1
30868	艾力克 洛德瑪依 卿		9C	E8	A9	-1
30869	林普	寵物管理員	9C	E8	A9	-1
30870	克帝茲	警衛隊長	9C	E8	A9	-1
30871	普磊	警衛	9C	E8	A9	-1
30872	昆挪伊	警衛	9C	E8	A9	-1
30873	柯曼	警衛	9C	E8	A9	-1
30874	阿魯迪斯	警衛	9C	E8	A9	-1
30875	凱頓	警衛	9C	E8	A9	-1
30876	伊斯坦	警衛	9C	E8	A9	-1
30877	葛雷森	警衛	9C	E8	A9	-1
30878	安吉爾莉娜	守門人	9C	E8	A9	-1
30879	帕魯敦	碼頭管理員	9C	E8	A9	-1
30880	維克特 馮 德伊克	國境守備隊隊長	9C	E8	A9	-1
30881	森德斯	國境守備隊書記官	9C	E8	A9	-1
30882	國境警衛隊隊員		9C	E8	A9	-1
30883	國境警衛隊隊員		9C	E8	A9	-1
30884	國境警衛隊隊員		9C	E8	A9	-1
30885	國境警衛隊隊員		9C	E8	A9	-1
30886	國境警衛隊隊員		9C	E8	A9	-1
30887	國境警衛隊隊員		9C	E8	A9	-1
30888	國境警衛隊隊員		9C	E8	A9	-1
30889	國境警衛隊隊員		9C	E8	A9	-1
30890	伊斯本	防具商人	9C	E8	A9	-1
30891	貝羅拿	武器商人	9C	E8	A9	-1
30892	伊培倫	飾品商人	9C	E8	A9	-1
30893	斐義	雜貨商人	9C	E8	A9	-1
30894	拿突士	倉庫管理員老闆	9C	E8	A9	-1
30895	克魯克	倉庫管理員	9C	E8	A9	-1
30896	米亞	倉庫管理員	9C	E8	A9	-1
30897	羅曼	鐵匠師傅	9C	E8	A9	-1
30898	夢妮	鐵匠	9C	E8	A9	-1
30899	朋勞恩	守門人	9C	E8	A9	-1
30900	瑪古斯	宗師	9C	E8	A9	-1
30901	亞提	大師	9C	E8	A9	-1
30902	喀魯拉	大師	9C	E8	A9	-1
30903	特拉伍斯	大師	9C	E8	A9	-1
30904	納伊歐	大師	9C	E8	A9	-1
30905	史古拉里	大神官	9C	E8	A9	-1
30906	朗銅	神官	9C	E8	A9	-1
30907	米那比亞	教師	9C	E8	A9	-1
30908	塔里歐斯	神官	9C	E8	A9	-1
30909	亞拿貝	教師	9C	E8	A9	-1
30910	薩伊拉肯	宗師	9C	E8	A9	-1
30911	畢羅古司	大師	9C	E8	A9	-1
30912	札諾比雅	教師	9C	E8	A9	-1
30913	達茲固	大團長	9C	E8	A9	-1
30914	索柏	軍長	9C	E8	A9	-1
30915	塔齊拉	預言者	9C	E8	A9	-1
30916	茍斯達	警衛隊長	9C	E8	A9	-1
30917	督披士	警衛	9C	E8	A9	-1
30918	肯特	警衛	9C	E8	A9	-1
30919	羅迪	警衛	9C	E8	A9	-1
30920	考萊森	警衛	9C	E8	A9	-1
30921	帝摩思	警衛	9C	E8	A9	-1
30922	克己	警衛	9C	E8	A9	-1
30923	盾斯特	警衛	9C	E8	A9	-1
30924	那迪	碼頭管理員	9C	E8	A9	-1
30925	莫列霖	伊娃的大祭司	9C	E8	A9	-1
30926	雷斯提那	伊娃的祭司	9C	E8	A9	-1
30927	爾里西亞	伊娃的祭司	9C	E8	A9	-1
30928	芬斯特	傭兵	9C	E8	A9	-1
30929	帕特林	古董商人	9C	E8	A9	-1
30930	羅遣	古董鑑定人	9C	E8	A9	-1
30931	本特列		9C	E8	A9	-1
30932	本尼卡		9C	E8	A9	-1
30933	布拉齊		9C	E8	A9	-1
30934	瑪夏	收藏家	9C	E8	A9	-1
30935	突倫平	收藏家	9C	E8	A9	-1
30936	瑪爾勘	青蛙王子	9C	E8	A9	-1
30937	瑪爾勘	野豬王子	9C	E8	A9	-1
30938	瑪爾勘	獸人王子	9C	E8	A9	-1
30939	瑪爾勘	黑暗王子	9C	E8	A9	-1
30940	瑪爾勘	葛林王子	9C	E8	A9	-1
30941	瑪爾勘	野獸王子	9C	E8	A9	-1
30942	瑪爾勘	怪物王子	9C	E8	A9	-1
30943	瑪爾勘	兔王子	9C	E8	A9	-1
30944	瑪爾勘	人類王子	9C	E8	A9	-1
30945	瑪爾勘	王子	9C	E8	A9	-1
30946	魯西安內 坦佛爾德		9C	E8	A9	-1
30947	雷莉琪亞		9C	E8	A9	-1
30948	梅里迪恩		9C	E8	A9	-1
30949	凱普龍	調查員	9C	E8	A9	-1
30950	優克萊	調查員	9C	E8	A9	-1
30951	匹德岡	調查員	9C	E8	A9	-1
30952	因次界點		9C	E8	A9	-1
30953	因次界點		9C	E8	A9	-1
30954	因次界點		9C	E8	A9	-1
30955	吉爾黎恩的亡靈		9C	E8	A9	-1
30956	娜娜琳	音樂家	9C	E8	A9	-1
30957	史汪	吟遊詩人	9C	E8	A9	-1
30958	克里恩		9C	E8	A9	-1
30959	巴爾巴杜	音樂家	9C	E8	A9	-1
30960	啤酒箱子		9C	E8	A9	-1
30961	衣服箱子		9C	E8	A9	-1
30962	水的石像		9C	E8	A9	-1
30963	火的石像		9C	E8	A9	-1
30964	風的石像		9C	E8	A9	-1
30965	土的石像		9C	E8	A9	-1
30966	黑暗的石像		9C	E8	A9	-1
30967	光的石像		9C	E8	A9	-1
30968	甄妮佛	半獸人淑女	9C	E8	A9	-1
30969	艾森海內		9C	E8	A9	-1
30970	桃樂絲	鎖匠	9C	E8	A9	-1
30971	奧爾菲司	瘋狂博士	9C	E8	A9	-1
30972	復活裝置		9C	E8	A9	-1
30973	靈媒的甕		9C	E8	A9	-1
30974	奧利佛	復活冒險者	9C	E8	A9	-1
30975	柯爾林諾	復活冒險者	9C	E8	A9	-1
30976	復活的村莊少女		9C	E8	A9	-1
30977	祕密的聖櫃		9C	E8	A9	-1
30978	祕密的聖櫃		9C	E8	A9	-1
30979	祕密的聖櫃		9C	E8	A9	-1
30980	聖櫃守護者的屍體		9C	E8	A9	-1
30981	黑色審判者		9C	E8	A9	-1
30982	沉睡幼蟻		9C	E8	A9	-1
30983	沉睡幼蟻		9C	E8	A9	-1
30984	沉睡幼蟻		9C	E8	A9	-1
30985	沉睡幼蟻		9C	E8	A9	-1
30986	沉睡幼蟻		9C	E8	A9	-1
30987	沉睡幼蟻		9C	E8	A9	-1
30988	柏爾斯	皮匠	9C	E8	A9	-1
30989	畢佛隆的箱子		9C	E8	A9	-1
30990	售票員		9C	E8	A9	-1
30991	售票員		9C	E8	A9	-1
30992	售票員		9C	E8	A9	-1
30993	售票員		9C	E8	A9	-1
30994	售票員		9C	E8	A9	-1
30995	競賽管理員		9C	E8	A9	-1
31001	克勞迪雅 亞太法特		9C	E8	A9	-1
31002	里澳林	巨匠	9C	E8	A9	-1
31003	來來貓		9C	E8	A9	-1
31004	半月貓		9C	E8	A9	-1
31005	永久機關		9C	E8	A9	-1
31006	月陰		9C	E8	A9	-1
31007	風之騎士		9C	E8	A9	-1
31008	流星		9C	E8	A9	-1
31009	旋風之雷		9C	E8	A9	-1
31010	飢渴寶貝		9C	E8	A9	-1
31011	醉犬		9C	E8	A9	-1
31012	革命貓		9C	E8	A9	-1
31013	情人之藍		9C	E8	A9	-1
31014	照亮人生		9C	E8	A9	-1
31015	紅色子彈		9C	E8	A9	-1
31016	閃銀		9C	E8	A9	-1
31017	超越顛峰		9C	E8	A9	-1
31018	同花順		9C	E8	A9	-1
31019	幸運七號		9C	E8	A9	-1
31020	惡意樹精		9C	E8	A9	-1
31021	偷跑哥布林		9C	E8	A9	-1
31022	颱風虎		9C	E8	A9	-1
31023	赤色爆熱		9C	E8	A9	-1
31024	銀河鐵道		9C	E8	A9	-1
31025	最佳狀態		9C	E8	A9	-1
31026	信天翁		9C	E8	A9	-1
31027	死神棺材		9C	E8	A9	-1
31028	柯爾能的箱子		9C	E8	A9	-1
31029	勾爾昆達的箱子		9C	E8	A9	-1
31030	哈勒特的箱子		9C	E8	A9	-1
31031	瞭望水晶		9C	E8	A9	-1
31032	警衛		9C	E8	A9	-1
31033	哨兵		9C	E8	A9	-1
31034	哨兵		9C	E8	A9	-1
31035	守護者		9C	E8	A9	-1
31036	百人隊長		9C	E8	A9	-1
31042	卡塔畢諾	音樂巨匠	9C	E8	A9	-1
31043	預塔比亞	音樂巨匠	9C	E8	A9	-1
31044	蓋曼	峽谷商人	9C	E8	A9	-1
31045	基茲卡	峽谷商人	9C	E8	A9	-1
31046	馬斯登	紋章製造人	9C	E8	A9	-1
31047	克利	紋章製造人	9C	E8	A9	-1
31048	馬克摩特	紋章製造人	9C	E8	A9	-1
31049	佩佩	紋章製造人	9C	E8	A9	-1
31050	道拉	紋章製造人	9C	E8	A9	-1
31051	蓋琪	紋章製造人	9C	E8	A9	-1
31052	海特	紋章製造人	9C	E8	A9	-1
31053	基德	紋章製造人	9C	E8	A9	-1
31067	路德	寵物管理員	9C	E8	A9	-1
31074	胡塔庫的屍體		9C	E8	A9	-1
31075	象牙塔的商人貓		9C	E8	A9	-1
31076	初學者幫手		9C	E8	A9	-1
31077	初學者幫手		9C	E8	A9	-1
31078	黎明的祭司		9C	E8	A9	-1
31079	黎明的祭司		9C	E8	A9	-1
31080	黎明的祭司		9C	E8	A9	-1
31081	黎明的祭司		9C	E8	A9	-1
31082	黎明的祭司		9C	E8	A9	-1
31083	黎明的祭司		9C	E8	A9	-1
31084	黎明的祭司		9C	E8	A9	-1
31085	黃昏的祭司		9C	E8	A9	-1
31086	黃昏的祭司		9C	E8	A9	-1
31087	黃昏的祭司		9C	E8	A9	-1
31088	黃昏的祭司		9C	E8	A9	-1
31089	黃昏的祭司		9C	E8	A9	-1
31090	黃昏的祭司		9C	E8	A9	-1
31091	黃昏的祭司		9C	E8	A9	-1
31092	財富的地下商人		9C	E8	A9	-1
31093	吶喊滅亡的人		9C	E8	A9	-1
31094	道破啟示的人		9C	E8	A9	-1
31095	廟塔守門人		9C	E8	A9	-1
31096	廟塔守門人		9C	E8	A9	-1
31097	廟塔守門人		9C	E8	A9	-1
31098	廟塔守門人		9C	E8	A9	-1
31099	廟塔守門人		9C	E8	A9	-1
31100	廟塔守門人		9C	E8	A9	-1
31101	廟塔守門人		9C	E8	A9	-1
31102	廟塔守門人		9C	E8	A9	-1
31103	廟塔守門人		9C	E8	A9	-1
31104	廟塔守門人		9C	E8	A9	-1
31105	廟塔守門人		9C	E8	A9	-1
31106	廟塔守門人		9C	E8	A9	-1
31107	廟塔守門人		9C	E8	A9	-1
31108	廟塔守門人		9C	E8	A9	-1
31109	廟塔守門人		9C	E8	A9	-1
31110	廟塔守門人		9C	E8	A9	-1
31111	靈魂守門人		9C	E8	A9	-1
31112	靈魂守門人		9C	E8	A9	-1
31113	財富的商人		9C	E8	A9	-1
31114	廟塔守門人		9C	E8	A9	-1
31115	廟塔守門人		9C	E8	A9	-1
31116	廟塔守門人		9C	E8	A9	-1
31117	廟塔守門人		9C	E8	A9	-1
31118	廟塔守門人		9C	E8	A9	-1
31119	廟塔守門人		9C	E8	A9	-1
31120	廟塔守門人		9C	E8	A9	-1
31121	廟塔守門人		9C	E8	A9	-1
31122	廟塔守門人		9C	E8	A9	-1
31123	廟塔守門人		9C	E8	A9	-1
31124	廟塔守門人		9C	E8	A9	-1
31125	廟塔守門人		9C	E8	A9	-1
31126	財富的鐵匠		9C	E8	A9	-1
31127	祭典的引導者	未滿32級	9C	E8	A9	-1
31128	祭典的引導者	未滿43級	9C	E8	A9	-1
31129	祭典的引導者	未滿54級	9C	E8	A9	-1
31130	祭典的引導者	未滿65級	9C	E8	A9	-1
31131	祭典的引導者	無限制	9C	E8	A9	-1
31132	祭典的巫女		9C	E8	A9	-1
31133	祭典的巫女		9C	E8	A9	-1
31134	祭典的巫女		9C	E8	A9	-1
31135	祭典的巫女		9C	E8	A9	-1
31136	祭典的巫女		9C	E8	A9	-1
31137	祭典的引導者	未滿32級	9C	E8	A9	-1
31138	祭典的引導者	未滿43級	9C	E8	A9	-1
31139	祭典的引導者	未滿54級	9C	E8	A9	-1
31140	祭典的引導者	未滿65級	9C	E8	A9	-1
31141	祭典的引導者	無限制	9C	E8	A9	-1
31142	祭典的巫女		9C	E8	A9	-1
31143	祭典的巫女		9C	E8	A9	-1
31144	祭典的巫女		9C	E8	A9	-1
31145	祭典的巫女		9C	E8	A9	-1
31146	祭典的巫女		9C	E8	A9	-1
31147	蕭伯霖	首席調查員	9C	E8	A9	-1
31148	海盜的寶箱		9C	E8	A9	-1
31149	混合材料用的缸		9C	E8	A9	-1
31168	黎明的祭司		9C	E8	A9	-1
31169	黃昏的祭司		9C	E8	A9	-1
31170	黎明的紋章		9C	E8	A9	-1
31171	黃昏的紋章		9C	E8	A9	-1
